STORE_ID,TIME_STAMP,SHELF_NUMBER,SHELF_DESC,AVERAGE_QUANTITY,SHELF_OCCUPANCY_PERC,STORE_PERSON_ACTIVITY_FLAG,CUSTOMER_ACTIVITY_FLAG,FOOTFALL_ACTIVITY_FLAG,COUNTER_ACTIVITY_FLAG
15,8/1/2007 4:00,shelf2,Skin,15.2,0.03,17,22,33,8
15,8/1/2007 4:00,shelf3,CPD,184,0.92,3,8,8,0
15,8/1/2007 4:00,shelf4,Oral,280,1,11,11,18,7
15,8/1/2007 4:00,shelf5,Hair,184,0.46,1,4,4,0
15,8/1/2007 5:00,shelf1,TEA & COFFEE,12,0.12,18,19,32,12
15,8/1/2007 5:00,shelf2,Skin,15,0.03,12,21,33,4
15,8/1/2007 5:00,shelf3,CPD,310,1,9,17,18,2
15,8/1/2007 5:00,shelf4,Oral,180,1,11,20,31,8
15,8/1/2007 5:00,shelf5,Hair,160,0.4,19,26,28,16
15,8/1/2007 6:00,shelf1,TEA & COFFEE,13.8,0.13,8,10,16,3
15,8/1/2007 6:00,shelf2,Skin,22.2,0.044,7,10,11,2
15,8/1/2007 6:00,shelf3,CPD,312,1,5,10,23,2
15,8/1/2007 6:00,shelf4,Oral,276,1,3,9,14,0
15,8/1/2007 6:00,shelf5,Hair,468,1,2,7,11,0
15,8/1/2007 7:00,shelf1,TEA & COFFEE,27.3,0.27,15,18,30,11
15,8/1/2007 7:00,shelf2,Skin,8.4,0.016,19,19,38,14
15,8/1/2007 7:00,shelf3,CPD,476,1,2,7,22,0
15,8/1/2007 7:00,shelf4,Oral,518,1,10,15,15,7
15,8/1/2007 7:00,shelf5,Hair,476,1,16,25,29,11
15,8/1/2007 8:00,shelf1,TEA & COFFEE,12,0.12,18,24,38,2
15,8/1/2007 8:00,shelf2,Skin,29.6,0.058,19,26,40,7
15,8/1/2007 8:00,shelf3,CPD,576,1,16,22,24,4
15,8/1/2007 8:00,shelf4,Oral,432,1,2,3,16,1
15,8/1/2007 8:00,shelf5,Hair,624,1,13,14,31,2
15,8/1/2007 9:00,shelf1,TEA & COFFEE,21.6,0.21,10,12,17,6
15,8/1/2007 9:00,shelf2,Skin,11.7,0.022,10,16,32,7
15,8/1/2007 9:00,shelf3,CPD,630,1,9,17,35,5
15,8/1/2007 9:00,shelf4,Oral,468,1,17,24,27,5
15,8/1/2007 9:00,shelf5,Hair,396,0.99,9,9,10,4
15,8/1/2007 10:00,shelf1,TEA & COFFEE,26,0.26,14,14,25,2
15,8/1/2007 10:00,shelf2,Skin,32,0.064,10,17,20,9
15,8/1/2007 10:00,shelf3,CPD,580,1,14,15,31,1
15,8/1/2007 10:00,shelf4,Oral,520,1,2,11,28,0
15,8/1/2007 10:00,shelf5,Hair,760,1,12,16,24,11
1184,1/1/2007 7:00,shelf1,TEA & COFFEE,17.5,0.17,8,12,18,4
1184,1/1/2007 7:00,shelf2,Skin,18.2,0.036,3,7,17,1
1184,1/1/2007 7:00,shelf3,CPD,378,1,6,11,14,2
1184,1/1/2007 7:00,shelf4,Oral,252,1,0,9,18,0
1184,1/1/2007 7:00,shelf5,Hair,154,0.385,1,5,8,0
1184,1/1/2007 8:00,shelf1,TEA & COFFEE,23.2,0.23,3,8,10,1
1184,1/1/2007 8:00,shelf2,Skin,9.6,0.018,12,12,28,5
1184,1/1/2007 8:00,shelf3,CPD,256,1,13,18,35,7
1184,1/1/2007 8:00,shelf4,Oral,288,1,19,19,38,10
1184,1/1/2007 8:00,shelf5,Hair,256,0.64,18,23,42,5
1184,1/1/2007 9:00,shelf1,TEA & COFFEE,26.1,0.26,14,19,35,10
1184,1/1/2007 9:00,shelf2,Skin,18,0.036,15,23,38,6
1184,1/1/2007 9:00,shelf3,CPD,288,1,6,9,14,0
1184,1/1/2007 9:00,shelf4,Oral,540,1,12,13,17,8
1184,1/1/2007 9:00,shelf5,Hair,504,1,1,2,17,0
1184,1/1/2007 10:00,shelf1,TEA & COFFEE,37,0.37,1,1,20,0
1184,1/1/2007 10:00,shelf2,Skin,37,0.074,10,12,16,8
1184,1/1/2007 10:00,shelf3,CPD,620,1,12,19,21,8
1184,1/1/2007 10:00,shelf4,Oral,220,1,16,21,40,14
1184,1/1/2007 10:00,shelf5,Hair,260,0.65,0,5,7,0
1184,1/1/2007 11:00,shelf1,TEA & COFFEE,25.3,0.25,18,26,39,0
1184,1/1/2007 11:00,shelf2,Skin,34.1,0.068,4,13,24,1
1184,1/1/2007 11:00,shelf3,CPD,528,1,4,4,18,1
1184,1/1/2007 11:00,shelf4,Oral,858,1,8,15,16,5
1184,1/1/2007 11:00,shelf5,Hair,264,0.66,19,20,31,18
1184,1/1/2007 12:00,shelf1,TEA & COFFEE,16.8,0.16,9,9,13,5
1184,1/1/2007 12:00,shelf2,Skin,44.4,0.088,9,17,20,2
1184,1/1/2007 12:00,shelf3,CPD,840,1,2,10,13,0
1184,1/1/2007 12:00,shelf4,Oral,456,1,12,14,28,11
1184,1/1/2007 12:00,shelf5,Hair,576,1,9,15,29,3
1184,1/1/2007 13:00,shelf1,TEA & COFFEE,48.1,0.48,11,19,32,9
1184,1/1/2007 13:00,shelf2,Skin,24.7,0.048,13,19,38,2
1184,1/1/2007 13:00,shelf3,CPD,572,1,12,13,17,10
1184,1/1/2007 13:00,shelf4,Oral,312,1,17,18,33,3
1184,1/1/2007 13:00,shelf5,Hair,494,1,9,16,23,8
1184,1/1/2007 14:00,shelf1,TEA & COFFEE,51.8,0.51,4,13,18,0
1184,1/1/2007 14:00,shelf2,Skin,21,0.042,3,7,16,1
1184,1/1/2007 14:00,shelf3,CPD,308,1,15,21,27,4
1184,1/1/2007 14:00,shelf4,Oral,980,1,18,20,27,1
1184,1/1/2007 14:00,shelf5,Hair,392,0.98,14,21,24,5
1184,1/1/2007 15:00,shelf1,TEA & COFFEE,22.5,0.22,9,13,23,2
1184,1/1/2007 15:00,shelf2,Skin,36,0.072,12,12,14,4
1184,1/1/2007 15:00,shelf3,CPD,1110,1,15,18,23,0
1184,1/1/2007 15:00,shelf4,Oral,1080,1,17,22,22,16
1184,1/1/2007 15:00,shelf5,Hair,1170,1,3,5,17,1
1184,1/1/2007 16:00,shelf1,TEA & COFFEE,49.6,0.49,14,23,24,3
1184,1/1/2007 16:00,shelf2,Skin,38.4,0.076,1,8,23,0
1184,1/1/2007 16:00,shelf3,CPD,1152,1,1,4,4,0
1184,1/1/2007 16:00,shelf4,Oral,1248,1,13,13,23,3
1184,1/1/2007 16:00,shelf5,Hair,800,1,9,12,16,3
1184,1/1/2007 17:00,shelf1,TEA & COFFEE,54.4,0.54,9,16,16,0
1184,1/1/2007 17:00,shelf2,Skin,56.1,0.112,16,19,20,10
1184,1/1/2007 17:00,shelf3,CPD,1054,1,17,22,41,12
1184,1/1/2007 17:00,shelf4,Oral,578,1,7,12,21,4
1184,1/1/2007 17:00,shelf5,Hair,510,1,5,10,26,1
1184,1/1/2007 18:00,shelf1,TEA & COFFEE,36,0.36,18,18,24,16
1184,1/1/2007 18:00,shelf2,Skin,43.2,0.086,15,23,39,5
1184,1/1/2007 18:00,shelf3,CPD,576,1,7,16,16,5
1184,1/1/2007 18:00,shelf4,Oral,1404,1,14,18,34,8
1184,1/1/2007 18:00,shelf5,Hair,576,1,16,17,30,7
1184,1/1/2007 19:00,shelf1,TEA & COFFEE,72.2,0.72,19,28,44,7
1184,1/1/2007 19:00,shelf2,Skin,49.4,0.098,3,12,26,0
1184,1/1/2007 19:00,shelf3,CPD,418,1,6,13,29,2
1184,1/1/2007 19:00,shelf4,Oral,1406,1,2,2,16,1
1184,1/1/2007 19:00,shelf5,Hair,684,1,7,8,23,3
1184,1/1/2007 20:00,shelf1,TEA & COFFEE,78,0.78,3,11,14,2
1184,1/1/2007 20:00,shelf2,Skin,78,0.156,3,10,18,1
1184,1/1/2007 20:00,shelf3,CPD,1120,1,17,23,29,8
1184,1/1/2007 20:00,shelf4,Oral,760,1,12,13,25,6
1184,1/1/2007 20:00,shelf5,Hair,440,1,2,9,15,1
1184,1/1/2007 21:00,shelf1,TEA & COFFEE,29.4,0.29,8,11,12,5
1184,1/1/2007 21:00,shelf2,Skin,44.1,0.088,18,26,26,1
1184,1/1/2007 21:00,shelf3,CPD,798,1,19,26,27,16
1184,1/1/2007 21:00,shelf4,Oral,1260,1,2,10,17,0
1184,1/1/2007 21:00,shelf5,Hair,420,1,3,6,21,2
1184,1/1/2007 22:00,shelf1,TEA & COFFEE,81.4,0.81,19,25,37,8
1184,1/1/2007 22:00,shelf2,Skin,26.4,0.052,19,26,45,9
1184,1/1/2007 22:00,shelf3,CPD,1540,1,5,7,23,1
1184,1/1/2007 22:00,shelf4,Oral,1232,1,0,5,20,0
1184,1/1/2007 22:00,shelf5,Hair,572,1,17,24,30,13
1184,1/1/2007 23:00,shelf1,TEA & COFFEE,64.4,0.64,4,13,22,1
1184,1/1/2007 23:00,shelf2,Skin,64.4,0.128,16,17,25,9
1184,1/1/2007 23:00,shelf3,CPD,1334,1,6,9,12,1
1184,1/1/2007 23:00,shelf4,Oral,1702,1,13,21,37,0
1184,1/1/2007 23:00,shelf5,Hair,1288,1,0,0,1,0
1184,2/1/2007 0:00,shelf1,TEA & COFFEE,0,0,15,24,29,9
1184,2/1/2007 0:00,shelf2,Skin,0,0,5,14,19,4
1184,2/1/2007 0:00,shelf3,CPD,0,0,12,16,27,1
1184,2/1/2007 0:00,shelf4,Oral,0,0,18,22,27,17
1184,2/1/2007 0:00,shelf5,Hair,0,0,9,10,27,0
1184,2/1/2007 1:00,shelf1,TEA & COFFEE,3.1,0.03,2,10,24,1
1184,2/1/2007 1:00,shelf2,Skin,2.2,0.004,12,12,21,9
1184,2/1/2007 1:00,shelf3,CPD,76,0.38,4,12,18,0
1184,2/1/2007 1:00,shelf4,Oral,34,0.68,8,9,17,7
1184,2/1/2007 1:00,shelf5,Hair,32,0.08,7,12,15,1
1184,2/1/2007 2:00,shelf1,TEA & COFFEE,5.2,0.05,5,8,15,3
1184,2/1/2007 2:00,shelf2,Skin,3.2,0.006,0,3,12,0
1184,2/1/2007 2:00,shelf3,CPD,140,0.7,9,16,31,7
1184,2/1/2007 2:00,shelf4,Oral,84,1,6,15,27,4
1184,2/1/2007 2:00,shelf5,Hair,88,0.22,17,25,35,7
1184,2/1/2007 3:00,shelf1,TEA & COFFEE,6,0.06,2,7,12,1
1184,2/1/2007 3:00,shelf2,Skin,10.8,0.02,1,7,26,0
1184,2/1/2007 3:00,shelf3,CPD,72,0.36,10,17,18,5
1184,2/1/2007 3:00,shelf4,Oral,150,1,0,0,13,0
1184,2/1/2007 3:00,shelf5,Hair,60,0.15,0,1,6,0
1184,2/1/2007 4:00,shelf1,TEA & COFFEE,10,0.1,18,18,27,0
1184,2/1/2007 4:00,shelf2,Skin,15.2,0.03,8,13,31,0
1184,2/1/2007 4:00,shelf3,CPD,184,0.92,12,15,16,5
1184,2/1/2007 4:00,shelf4,Oral,168,1,13,16,35,7
1184,2/1/2007 4:00,shelf5,Hair,112,0.28,17,20,34,14
1184,2/1/2007 5:00,shelf1,TEA & COFFEE,19.5,0.19,7,12,21,2
1184,2/1/2007 5:00,shelf2,Skin,11.5,0.022,7,11,17,3
1184,2/1/2007 5:00,shelf3,CPD,280,1,0,8,13,0
1184,2/1/2007 5:00,shelf4,Oral,100,1,4,13,29,1
1184,2/1/2007 5:00,shelf5,Hair,200,0.5,17,18,24,12
1184,2/1/2007 6:00,shelf1,TEA & COFFEE,6.6,0.06,12,14,15,7
1184,2/1/2007 6:00,shelf2,Skin,11.4,0.022,9,15,34,2
1184,2/1/2007 6:00,shelf3,CPD,348,1,15,24,34,2
1184,2/1/2007 6:00,shelf4,Oral,252,1,6,9,17,1
1184,2/1/2007 6:00,shelf5,Hair,420,1,13,18,29,4
1184,2/1/2007 7:00,shelf1,TEA & COFFEE,22.4,0.22,19,26,31,17
1184,2/1/2007 7:00,shelf2,Skin,20.3,0.04,5,14,26,4
1184,2/1/2007 7:00,shelf3,CPD,294,1,4,8,9,1
1184,2/1/2007 7:00,shelf4,Oral,504,1,9,14,16,6
1184,2/1/2007 7:00,shelf5,Hair,308,0.77,5,7,19,3
1184,2/1/2007 8:00,shelf1,TEA & COFFEE,16,0.16,2,6,22,0
1184,2/1/2007 8:00,shelf2,Skin,14.4,0.028,14,23,36,12
1184,2/1/2007 8:00,shelf3,CPD,448,1,0,6,21,0
1184,2/1/2007 8:00,shelf4,Oral,256,1,15,15,33,5
1184,2/1/2007 8:00,shelf5,Hair,272,0.68,12,21,34,7
1184,2/1/2007 9:00,shelf1,TEA & COFFEE,31.5,0.31,3,5,23,2
1184,2/1/2007 9:00,shelf2,Skin,9.9,0.018,4,4,11,3
1184,2/1/2007 9:00,shelf3,CPD,216,1,4,12,12,1
1184,2/1/2007 9:00,shelf4,Oral,342,1,5,13,22,1
1184,2/1/2007 9:00,shelf5,Hair,198,0.495,4,10,16,2
1184,2/1/2007 10:00,shelf1,TEA & COFFEE,36,0.36,13,21,32,2
1184,2/1/2007 10:00,shelf2,Skin,14,0.028,9,10,25,3
1184,2/1/2007 10:00,shelf3,CPD,620,1,6,8,9,0
1184,2/1/2007 10:00,shelf4,Oral,700,1,4,10,13,1
1184,2/1/2007 10:00,shelf5,Hair,540,1,12,16,17,8
1184,2/1/2007 11:00,shelf1,TEA & COFFEE,33,0.33,3,6,25,1
1184,2/1/2007 11:00,shelf2,Skin,39.6,0.078,17,17,19,14
1184,2/1/2007 11:00,shelf3,CPD,858,1,10,15,16,8
1184,2/1/2007 11:00,shelf4,Oral,638,1,11,19,36,3
1184,2/1/2007 11:00,shelf5,Hair,704,1,1,9,26,0
1184,2/1/2007 12:00,shelf1,TEA & COFFEE,20.4,0.2,18,26,37,8
1184,2/1/2007 12:00,shelf2,Skin,34.8,0.068,16,25,39,8
1184,2/1/2007 12:00,shelf3,CPD,624,1,13,15,28,10
1184,2/1/2007 12:00,shelf4,Oral,792,1,2,7,26,1
1184,2/1/2007 12:00,shelf5,Hair,936,1,3,10,17,2
1184,2/1/2007 13:00,shelf1,TEA & COFFEE,44.2,0.44,19,21,21,18
1184,2/1/2007 13:00,shelf2,Skin,44.2,0.088,17,23,23,3
1184,2/1/2007 13:00,shelf3,CPD,468,1,19,26,32,18
1184,2/1/2007 13:00,shelf4,Oral,754,1,19,22,22,15
1184,2/1/2007 13:00,shelf5,Hair,780,1,2,8,15,1
1184,2/1/2007 14:00,shelf1,TEA & COFFEE,18.2,0.18,18,27,43,7
1184,2/1/2007 14:00,shelf2,Skin,33.6,0.066,2,10,19,1
1184,2/1/2007 14:00,shelf3,CPD,1008,1,4,12,13,1
1184,2/1/2007 14:00,shelf4,Oral,308,1,3,4,11,2
1184,2/1/2007 14:00,shelf5,Hair,672,1,9,17,35,0
1184,2/1/2007 15:00,shelf1,TEA & COFFEE,22.5,0.22,15,21,36,0
1184,2/1/2007 15:00,shelf2,Skin,52.5,0.104,1,2,16,0
1184,2/1/2007 15:00,shelf3,CPD,420,1,2,3,10,1
1184,2/1/2007 15:00,shelf4,Oral,750,1,14,19,23,1
1184,2/1/2007 15:00,shelf5,Hair,660,1,11,14,19,2
1184,2/1/2007 16:00,shelf1,TEA & COFFEE,17.6,0.17,5,14,14,0
1184,2/1/2007 16:00,shelf2,Skin,24,0.048,5,12,15,2
1184,2/1/2007 16:00,shelf3,CPD,896,1,12,16,29,3
1184,2/1/2007 16:00,shelf4,Oral,1248,1,1,8,13,0
1184,2/1/2007 16:00,shelf5,Hair,736,1,5,13,16,4
1184,2/1/2007 17:00,shelf1,TEA & COFFEE,18.7,0.18,19,20,33,12
1184,2/1/2007 17:00,shelf2,Skin,18.7,0.036,2,2,2,0
1184,2/1/2007 17:00,shelf3,CPD,1020,1,15,21,22,14
1184,2/1/2007 17:00,shelf4,Oral,952,1,3,4,20,0
1184,2/1/2007 17:00,shelf5,Hair,714,1,11,14,17,5
1184,2/1/2007 18:00,shelf1,TEA & COFFEE,63,0.63,15,19,25,10
1184,2/1/2007 18:00,shelf2,Skin,37.8,0.074,9,11,21,0
1184,2/1/2007 18:00,shelf3,CPD,936,1,9,12,13,7
1184,2/1/2007 18:00,shelf4,Oral,1332,1,15,21,25,0
1184,2/1/2007 18:00,shelf5,Hair,1260,1,9,9,19,5
1184,2/1/2007 19:00,shelf1,TEA & COFFEE,34.2,0.34,5,6,17,1
1184,2/1/2007 19:00,shelf2,Skin,68.4,0.136,13,19,22,10
1184,2/1/2007 19:00,shelf3,CPD,532,1,7,14,26,1
1184,2/1/2007 19:00,shelf4,Oral,1064,1,7,11,20,5
1184,2/1/2007 19:00,shelf5,Hair,798,1,12,12,21,2
1184,2/1/2007 20:00,shelf1,TEA & COFFEE,66,0.66,12,12,12,9
1184,2/1/2007 20:00,shelf2,Skin,34,0.068,1,1,17,0
1184,2/1/2007 20:00,shelf3,CPD,480,1,6,12,24,4
1184,2/1/2007 20:00,shelf4,Oral,1480,1,13,17,32,10
1184,2/1/2007 20:00,shelf5,Hair,960,1,2,3,16,1
1184,2/1/2007 21:00,shelf1,TEA & COFFEE,50.4,0.5,18,23,39,1
1184,2/1/2007 21:00,shelf2,Skin,33.6,0.066,8,17,20,2
1184,2/1/2007 21:00,shelf3,CPD,462,1,18,27,35,3
1184,2/1/2007 21:00,shelf4,Oral,1344,1,16,21,38,13
1184,2/1/2007 21:00,shelf5,Hair,1428,1,19,20,34,10
1184,2/1/2007 22:00,shelf1,TEA & COFFEE,26.4,0.26,12,21,25,0
1184,2/1/2007 22:00,shelf2,Skin,81.4,0.162,8,16,24,6
1184,2/1/2007 22:00,shelf3,CPD,792,1,15,24,42,9
1184,2/1/2007 22:00,shelf4,Oral,484,1,14,16,22,0
1184,2/1/2007 22:00,shelf5,Hair,704,1,0,7,8,0
1184,2/1/2007 23:00,shelf1,TEA & COFFEE,82.8,0.82,6,8,12,0
1184,2/1/2007 23:00,shelf2,Skin,69,0.138,7,11,27,0
1184,2/1/2007 23:00,shelf3,CPD,1656,1,7,9,11,1
1184,2/1/2007 23:00,shelf4,Oral,1334,1,1,10,23,0
1184,2/1/2007 23:00,shelf5,Hair,828,1,3,3,20,1
1184,3/1/2007 0:00,shelf1,TEA & COFFEE,0,0,1,4,9,0
1184,3/1/2007 0:00,shelf2,Skin,0,0,14,17,27,3
1184,3/1/2007 0:00,shelf3,CPD,0,0,14,23,42,11
1184,3/1/2007 0:00,shelf4,Oral,0,0,14,14,15,7
1184,3/1/2007 0:00,shelf5,Hair,0,0,16,23,31,3
1184,3/1/2007 1:00,shelf1,TEA & COFFEE,2.8,0.02,8,10,28,0
1184,3/1/2007 1:00,shelf2,Skin,2.3,0.004,6,14,20,5
1184,3/1/2007 1:00,shelf3,CPD,20,0.1,15,22,24,1
1184,3/1/2007 1:00,shelf4,Oral,60,1,2,10,23,1
1184,3/1/2007 1:00,shelf5,Hair,28,0.07,7,7,20,1
1184,3/1/2007 2:00,shelf1,TEA & COFFEE,7,0.07,6,8,11,5
1184,3/1/2007 2:00,shelf2,Skin,5,0.01,16,18,29,2
1184,3/1/2007 2:00,shelf3,CPD,68,0.34,15,20,31,12
1184,3/1/2007 2:00,shelf4,Oral,120,1,5,12,27,4
1184,3/1/2007 2:00,shelf5,Hair,96,0.24,10,14,25,0
1184,3/1/2007 3:00,shelf1,TEA & COFFEE,5.7,0.05,3,12,20,1
1184,3/1/2007 3:00,shelf2,Skin,6,0.012,4,8,22,2
1184,3/1/2007 3:00,shelf3,CPD,222,1,19,19,19,18
1184,3/1/2007 3:00,shelf4,Oral,102,1,7,12,21,2
1184,3/1/2007 3:00,shelf5,Hair,228,0.57,8,17,29,7
1184,3/1/2007 4:00,shelf1,TEA & COFFEE,14.4,0.14,5,11,12,0
1184,3/1/2007 4:00,shelf2,Skin,8,0.016,9,13,18,6
1184,3/1/2007 4:00,shelf3,CPD,128,0.64,15,22,25,4
1184,3/1/2007 4:00,shelf4,Oral,296,1,17,20,39,7
1184,3/1/2007 4:00,shelf5,Hair,304,0.76,18,26,38,10
1184,3/1/2007 5:00,shelf1,TEA & COFFEE,11,0.11,11,20,25,3
1184,3/1/2007 5:00,shelf2,Skin,18.5,0.036,11,17,29,1
1184,3/1/2007 5:00,shelf3,CPD,330,1,19,27,28,0
1184,3/1/2007 5:00,shelf4,Oral,120,1,2,3,13,1
1184,3/1/2007 5:00,shelf5,Hair,110,0.275,2,11,13,0
1184,3/1/2007 6:00,shelf1,TEA & COFFEE,14.4,0.14,5,12,21,4
1184,3/1/2007 6:00,shelf2,Skin,19.2,0.038,10,18,27,6
1184,3/1/2007 6:00,shelf3,CPD,216,1,6,8,27,4
1184,3/1/2007 6:00,shelf4,Oral,276,1,7,9,12,6
1184,3/1/2007 6:00,shelf5,Hair,252,0.63,9,16,26,3
1184,3/1/2007 7:00,shelf1,TEA & COFFEE,10.5,0.1,9,16,34,1
1184,3/1/2007 7:00,shelf2,Skin,27.3,0.054,12,15,33,11
1184,3/1/2007 7:00,shelf3,CPD,392,1,7,7,13,5
1184,3/1/2007 7:00,shelf4,Oral,546,1,12,19,25,2
1184,3/1/2007 7:00,shelf5,Hair,504,1,11,15,15,5
1184,3/1/2007 8:00,shelf1,TEA & COFFEE,12.8,0.12,13,22,24,4
1184,3/1/2007 8:00,shelf2,Skin,22.4,0.044,6,15,31,4
1184,3/1/2007 8:00,shelf3,CPD,160,0.8,4,5,22,0
1184,3/1/2007 8:00,shelf4,Oral,432,1,19,26,38,13
1184,3/1/2007 8:00,shelf5,Hair,480,1,16,18,29,6
1184,3/1/2007 9:00,shelf1,TEA & COFFEE,18,0.18,18,27,27,17
1184,3/1/2007 9:00,shelf2,Skin,14.4,0.028,14,16,24,6
1184,3/1/2007 9:00,shelf3,CPD,540,1,12,14,25,2
1184,3/1/2007 9:00,shelf4,Oral,306,1,14,19,35,7
1184,3/1/2007 9:00,shelf5,Hair,648,1,6,6,25,0
1184,3/1/2007 10:00,shelf1,TEA & COFFEE,22,0.22,9,12,24,1
1184,3/1/2007 10:00,shelf2,Skin,32,0.064,8,16,24,5
1184,3/1/2007 10:00,shelf3,CPD,400,1,2,8,14,1
1184,3/1/2007 10:00,shelf4,Oral,400,1,6,14,18,1
1184,3/1/2007 10:00,shelf5,Hair,600,1,14,23,37,12
1184,3/1/2007 11:00,shelf1,TEA & COFFEE,11,0.11,1,10,17,0
1184,3/1/2007 11:00,shelf2,Skin,42.9,0.084,18,22,28,6
1184,3/1/2007 11:00,shelf3,CPD,286,1,9,16,28,0
1184,3/1/2007 11:00,shelf4,Oral,792,1,12,12,27,0
1184,3/1/2007 11:00,shelf5,Hair,704,1,4,11,12,1
1184,3/1/2007 12:00,shelf1,TEA & COFFEE,16.8,0.16,3,10,13,0
1184,3/1/2007 12:00,shelf2,Skin,37.2,0.074,1,4,23,0
1184,3/1/2007 12:00,shelf3,CPD,576,1,17,22,31,3
1184,3/1/2007 12:00,shelf4,Oral,936,1,17,19,22,3
1184,3/1/2007 12:00,shelf5,Hair,720,1,17,23,38,13
1184,3/1/2007 13:00,shelf1,TEA & COFFEE,28.6,0.28,13,22,36,3
1184,3/1/2007 13:00,shelf2,Skin,44.2,0.088,10,16,21,5
1184,3/1/2007 13:00,shelf3,CPD,858,1,1,1,4,0
1184,3/1/2007 13:00,shelf4,Oral,468,1,11,11,14,5
1184,3/1/2007 13:00,shelf5,Hair,546,1,13,16,23,8
1184,3/1/2007 14:00,shelf1,TEA & COFFEE,46.2,0.46,18,25,30,11
1184,3/1/2007 14:00,shelf2,Skin,36.4,0.072,5,13,13,3
1184,3/1/2007 14:00,shelf3,CPD,756,1,8,10,20,5
1184,3/1/2007 14:00,shelf4,Oral,1092,1,17,25,40,10
1184,3/1/2007 14:00,shelf5,Hair,756,1,16,22,25,3
1184,3/1/2007 15:00,shelf1,TEA & COFFEE,21,0.21,12,12,15,7
1184,3/1/2007 15:00,shelf2,Skin,15,0.03,18,22,31,13
1184,3/1/2007 15:00,shelf3,CPD,1170,1,14,20,32,6
1184,3/1/2007 15:00,shelf4,Oral,1020,1,0,3,22,0
1184,3/1/2007 15:00,shelf5,Hair,780,1,13,19,34,8
1184,3/1/2007 16:00,shelf1,TEA & COFFEE,43.2,0.43,4,6,10,2
1184,3/1/2007 16:00,shelf2,Skin,44.8,0.088,14,14,32,13
1184,3/1/2007 16:00,shelf3,CPD,896,1,3,12,24,1
1184,3/1/2007 16:00,shelf4,Oral,384,1,2,11,19,1
1184,3/1/2007 16:00,shelf5,Hair,1120,1,1,3,9,0
1184,3/1/2007 17:00,shelf1,TEA & COFFEE,39.1,0.39,8,16,16,0
1184,3/1/2007 17:00,shelf2,Skin,45.9,0.09,19,27,38,9
1184,3/1/2007 17:00,shelf3,CPD,1122,1,18,19,28,15
1184,3/1/2007 17:00,shelf4,Oral,1292,1,8,17,21,1
1184,3/1/2007 17:00,shelf5,Hair,1224,1,7,14,22,6
1184,3/1/2007 18:00,shelf1,TEA & COFFEE,18,0.18,2,10,15,1
1184,3/1/2007 18:00,shelf2,Skin,39.6,0.078,10,14,14,3
1184,3/1/2007 18:00,shelf3,CPD,900,1,6,11,18,2
1184,3/1/2007 18:00,shelf4,Oral,1368,1,0,2,9,0
1184,3/1/2007 18:00,shelf5,Hair,1404,1,18,24,25,6
1184,3/1/2007 19:00,shelf1,TEA & COFFEE,39.9,0.39,7,16,22,4
1184,3/1/2007 19:00,shelf2,Skin,72.2,0.144,18,19,37,4
1184,3/1/2007 19:00,shelf3,CPD,1368,1,3,4,6,0
1184,3/1/2007 19:00,shelf4,Oral,1216,1,6,12,31,1
1184,3/1/2007 19:00,shelf5,Hair,418,1,12,13,22,10
1184,3/1/2007 20:00,shelf1,TEA & COFFEE,20,0.2,16,22,36,8
1184,3/1/2007 20:00,shelf2,Skin,24,0.048,16,24,26,7
1184,3/1/2007 20:00,shelf3,CPD,1520,1,16,24,27,6
1184,3/1/2007 20:00,shelf4,Oral,1160,1,12,14,29,8
1184,3/1/2007 20:00,shelf5,Hair,800,1,15,22,22,2
1184,3/1/2007 21:00,shelf1,TEA & COFFEE,21,0.21,11,19,26,7
1184,3/1/2007 21:00,shelf2,Skin,67.2,0.134,4,10,18,3
1184,3/1/2007 21:00,shelf3,CPD,924,1,4,5,5,3
1184,3/1/2007 21:00,shelf4,Oral,1218,1,13,22,28,0
1184,3/1/2007 21:00,shelf5,Hair,1386,1,12,21,37,1
1184,3/1/2007 22:00,shelf1,TEA & COFFEE,35.2,0.35,10,16,25,5
1184,3/1/2007 22:00,shelf2,Skin,44,0.088,5,12,18,4
1184,3/1/2007 22:00,shelf3,CPD,1716,1,17,26,26,2
1184,3/1/2007 22:00,shelf4,Oral,1584,1,8,17,26,7
1184,3/1/2007 22:00,shelf5,Hair,1056,1,15,21,24,7
1184,3/1/2007 23:00,shelf1,TEA & COFFEE,59.8,0.59,16,24,32,4
1184,3/1/2007 23:00,shelf2,Skin,82.8,0.164,4,8,25,2
1184,3/1/2007 23:00,shelf3,CPD,828,1,10,10,26,6
1184,3/1/2007 23:00,shelf4,Oral,1656,1,13,22,34,2
1184,3/1/2007 23:00,shelf5,Hair,1242,1,8,16,35,3
1184,4/1/2007 0:00,shelf1,TEA & COFFEE,0,0,0,0,14,0
1184,4/1/2007 0:00,shelf2,Skin,0,0,3,11,13,0
1184,4/1/2007 0:00,shelf3,CPD,0,0,13,13,22,0
1184,4/1/2007 0:00,shelf4,Oral,0,0,7,16,22,5
1184,4/1/2007 0:00,shelf5,Hair,0,0,2,3,10,0
1184,4/1/2007 1:00,shelf1,TEA & COFFEE,3.5,0.03,7,8,13,4
1184,4/1/2007 1:00,shelf2,Skin,1.8,0.002,16,20,25,15
1184,4/1/2007 1:00,shelf3,CPD,30,0.15,0,0,9,0
